customer_id,customer_type,country,occupation_industry,pep_flag,sanctions_hit,adverse_media_flag,source_of_wealth_verified,ubo_complete,id_verified,address_verified,tax_verified,kyc_complete_pct,risk_score,risk_level,edd_required,customer_status,last_review_date,next_review_date,primary_risk_driver
CUST10038,Individual,Russia,Consulting,0,0,0,1,1,1,1,1,100.0,31,Moderate,0,Approved,2025-05-04,2026-05-04,High-Risk Geography
CUST10039,Individual,United States,Finance,0,0,0,1,1,0,1,1,80.0,20,Low,0,Approved,2025-07-23,2027-07-23,KYC Documentation
CUST10040,Individual,India,Healthcare,0,0,0,1,1,1,1,1,100.0,17,Low,0,Approved,2026-07-30,2028-07-29,Standard Risk
CUST10041,Individual,United Arab Emirates,Finance,0,0,0,1,1,1,1,1,100.0,25,Low,0,Approved,2025-05-24,2027-05-24,High-Risk Geography
CUST10042,Individual,United Arab Emirates,Healthcare,0,0,0,0,1,1,1,1,80.0,40,Moderate,0,Approved,2024-10-05,2025-10-05,High-Risk Geography
CUST10043,Business,India,FinTech,0,0,0,1,1,1,1,1,100.0,11,Low,0,Approved,2026-03-28,2028-03-27,Standard Risk
CUST10044,Individual,United Arab Emirates,Finance,0,0,0,1,1,1,1,1,100.0,29,Low,0,Approved,2025-02-13,2027-02-13,High-Risk Geography
CUST10045,Individual,Canada,Education,0,0,0,0,1,1,1,0,60.0,27,Low,0,Pending Documents,2026-02-11,2028-02-11,Source of Wealth
CUST10046,Individual,United States,Hospitality,0,0,0,1,1,1,1,1,100.0,9,Low,0,Approved,2026-03-10,2028-03-09,Standard Risk
CUST10047,Individual,United States,Education,0,0,0,1,1,1,1,1,100.0,17,Low,0,Approved,2025-12-31,2027-12-31,Standard Risk
CUST10048,Individual,Turkey,Construction,0,0,0,1,1,1,1,1,100.0,25,Low,0,Approved,2025-12-06,2027-12-06,High-Risk Geography
CUST10049,Individual,Canada,Healthcare,1,0,1,1,1,1,0,1,80.0,62,High,1,Approved,2025-06-12,2025-12-09,PEP
CUST10050,Business,China,Manufacturing,0,0,0,1,1,1,1,1,100.0,17,Low,0,Approved,2026-06-19,2028-06-18,Standard Risk
CUST10051,Business,United Kingdom,Manufacturing,0,0,1,1,0,1,1,1,80.0,36,Moderate,1,Approved,2026-05-28,2027-05-28,Adverse Media
CUST10052,Business,United States,Retail,0,0,0,1,1,1,1,1,100.0,15,Low,0,Approved,2026-03-12,2028-03-11,Standard Risk
CUST10053,Business,United States,FinTech,0,0,0,1,1,1,1,1,100.0,15,Low,0,Periodic Review,2025-07-22,2027-07-22,Standard Risk
CUST10054,Individual,Mexico,Healthcare,0,0,0,1,1,1,1,1,100.0,8,Low,0,Approved,2026-03-30,2028-03-29,Standard Risk
CUST10055,Business,United States,Retail,0,0,0,1,0,1,1,1,80.0,17,Low,0,Periodic Review,2026-03-02,2028-03-01,KYC Documentation
CUST10056,Individual,United States,Education,0,0,0,0,1,1,1,1,80.0,21,Low,0,Periodic Review,2025-10-13,2027-10-13,Source of Wealth
CUST10057,Individual,United Kingdom,Finance,0,0,0,0,1,1,1,1,80.0,19,Low,0,Approved,2025-11-16,2027-11-16,Source of Wealth
CUST10058,Individual,United States,Hospitality,0,0,0,1,1,1,1,1,100.0,8,Low,0,Approved,2025-12-17,2027-12-17,Standard Risk
CUST10059,Individual,Canada,Construction,0,0,0,1,1,1,1,1,100.0,16,Low,0,Approved,2025-01-22,2027-01-22,Standard Risk
CUST10060,Individual,United States,Retail,0,0,0,1,1,1,1,1,100.0,10,Low,0,Approved,2026-03-11,2028-03-10,Standard Risk
CUST10061,Individual,China,Healthcare,0,0,0,1,1,1,1,1,100.0,8,Low,0,Periodic Review,2025-10-06,2027-10-06,Standard Risk
CUST10062,Business,United States,Real Estate,0,0,0,1,1,1,1,1,100.0,9,Low,0,Approved,2026-01-13,2028-01-13,Standard Risk
CUST10063,Individual,United States,Technology,0,0,0,0,1,0,1,1,60.0,35,Moderate,0,Remediation,2026-03-24,2027-03-24,Source of Wealth
CUST10064,Individual,United States,Technology,0,0,0,1,1,1,0,1,80.0,18,Low,0,Periodic Review,2026-02-27,2028-02-27,KYC Documentation
CUST10065,Individual,United States,Education,0,0,0,0,1,1,1,1,80.0,24,Low,0,Periodic Review,2026-04-11,2028-04-10,Source of Wealth
CUST10066,Individual,United States,Education,0,0,0,1,1,0,0,1,60.0,29,Low,0,Remediation,2025-11-23,2027-11-23,KYC Documentation
CUST10067,Business,United States,Retail,0,0,0,1,1,1,1,1,100.0,8,Low,0,Periodic Review,2024-11-30,2026-11-30,Standard Risk
CUST10068,Individual,Canada,Hospitality,0,0,0,1,1,1,1,1,100.0,13,Low,0,Approved,2024-10-23,2026-10-23,Standard Risk
CUST10069,Business,United States,Hospitality,0,0,0,1,0,1,1,1,80.0,23,Low,0,Approved,2026-08-05,2028-08-04,KYC Documentation
CUST10070,Business,Nigeria,Import/Export,0,0,1,1,1,1,0,1,80.0,51,Moderate,1,Approved,2025-12-29,2026-12-29,Adverse Media
CUST10071,Individual,India,Technology,0,0,0,1,1,1,1,1,100.0,15,Low,0,Approved,2025-05-02,2027-05-02,Standard Risk
CUST10072,Individual,United Arab Emirates,Education,0,0,0,1,1,1,1,1,100.0,31,Moderate,0,Approved,2024-11-23,2025-11-23,High-Risk Geography
CUST10073,Business,United States,FinTech,0,0,0,0,0,1,1,1,60.0,33,Moderate,0,Remediation,2026-02-11,2027-02-11,Source of Wealth
CUST10074,Individual,United Kingdom,Consulting,0,0,0,1,1,1,1,1,100.0,9,Low,0,Approved,2026-08-11,2028-08-10,Standard Risk
CUST10075,Business,United States,Hospitality,0,0,0,1,1,1,1,1,100.0,13,Low,0,Approved,2025-01-18,2027-01-18,Standard Risk
CUST10076,Business,United States,Import/Export,0,0,0,1,0,1,1,1,80.0,22,Low,0,Approved,2024-10-31,2026-10-31,KYC Documentation
CUST10077,Individual,Iran,Education,0,0,0,0,1,0,1,1,60.0,50,Moderate,0,Pending Documents,2026-05-30,2027-05-30,High-Risk Geography
CUST10078,Individual,United States,Education,0,0,0,1,1,1,1,0,80.0,18,Low,0,Approved,2026-08-24,2028-08-23,KYC Documentation
CUST10079,Individual,United Kingdom,Technology,0,0,0,1,1,1,1,1,100.0,9,Low,0,Approved,2025-05-17,2027-05-17,Standard Risk
CUST10080,Business,Canada,FinTech,0,0,0,1,0,1,1,1,80.0,24,Low,0,Periodic Review,2025-09-27,2027-09-27,KYC Documentation
CUST10081,Individual,Nigeria,Education,0,0,1,0,1,0,0,1,40.0,71,High,1,Pending Documents,2025-12-16,2026-06-14,Adverse Media
CUST10082,Individual,United Kingdom,Healthcare,0,0,0,0,1,1,1,0,60.0,31,Moderate,0,Remediation,2026-07-08,2027-07-08,Source of Wealth
CUST10083,Individual,United States,Education,0,0,0,1,1,1,1,1,100.0,15,Low,0,Approved,2025-03-02,2027-03-02,Standard Risk
CUST10084,Individual,United States,Construction,0,0,0,1,1,1,1,0,80.0,15,Low,0,Periodic Review,2026-08-26,2028-08-25,KYC Documentation
CUST10085,Individual,United Kingdom,Education,0,0,0,1,1,1,1,1,100.0,10,Low,0,Periodic Review,2025-08-20,2027-08-20,Standard Risk
CUST10086,Business,United States,Consulting,0,0,0,1,0,1,0,1,60.0,30,Moderate,0,Remediation,2025-02-24,2026-02-24,KYC Documentation
CUST10087,Individual,United States,Hospitality,0,0,0,1,1,1,1,1,100.0,9,Low,0,Approved,2026-07-13,2028-07-12,Standard Risk
CUST10088,Business,United States,Logistics,0,0,0,1,1,1,1,1,100.0,16,Low,0,Approved,2026-05-12,2028-05-11,Standard Risk
CUST10089,Individual,United States,Finance,0,0,0,1,1,1,0,1,80.0,17,Low,0,Approved,2026-04-08,2028-04-07,KYC Documentation
CUST10090,Individual,United States,Healthcare,0,0,0,1,1,1,1,1,100.0,13,Low,0,Approved,2026-01-14,2028-01-14,Standard Risk
CUST10091,Individual,United States,Healthcare,0,0,0,0,1,1,0,1,60.0,26,Low,0,Remediation,2024-09-08,2026-09-08,Source of Wealth
CUST10092,Business,Canada,FinTech,0,0,0,0,1,1,1,1,80.0,20,Low,0,Approved,2025-04-22,2027-04-22,Source of Wealth
CUST10093,Individual,Mexico,Education,0,0,0,1,1,1,1,1,100.0,10,Low,0,Periodic Review,2025-10-30,2027-10-30,Standard Risk
CUST10094,Business,China,Real Estate,0,0,0,1,0,1,1,1,80.0,26,Low,0,Approved,2025-03-08,2027-03-08,KYC Documentation
CUST10095,Individual,United States,Healthcare,0,0,0,1,1,1,1,1,100.0,9,Low,0,Approved,2025-05-28,2027-05-28,Standard Risk
CUST10096,Individual,United States,Technology,1,0,0,0,1,1,0,1,60.0,53,Moderate,1,Pending Documents,2024-12-12,2025-12-12,PEP
CUST10097,Individual,United States,Education,0,0,0,1,1,1,1,1,100.0,16,Low,0,Approved,2026-01-18,2028-01-18,Standard Risk
CUST10098,Individual,Mexico,Construction,0,0,0,1,1,1,1,1,100.0,15,Low,0,Approved,2026-07-04,2028-07-03,Standard Risk
CUST10099,Individual,Nigeria,Hospitality,0,0,0,1,1,1,1,1,100.0,33,Moderate,0,Approved,2026-06-17,2027-06-17,High-Risk Geography
CUST10100,Individual,United States,Retail,0,0,0,0,1,1,1,1,80.0,20,Low,0,Approved,2025-06-30,2027-06-30,Source of Wealth
CUST10101,Individual,Turkey,Education,0,0,0,1,1,1,1,1,100.0,30,Moderate,0,Periodic Review,2024-09-03,2025-09-03,High-Risk Geography
CUST10102,Individual,United States,Retail,0,0,0,1,1,1,1,1,100.0,17,Low,0,Approved,2026-04-22,2028-04-21,Standard Risk
CUST10103,Individual,United Kingdom,Finance,0,0,0,1,1,1,1,1,100.0,9,Low,0,Approved,2025-04-21,2027-04-21,Standard Risk
CUST10104,Business,Nigeria,Hospitality,0,0,0,0,0,1,1,1,60.0,46,Moderate,0,Pending Documents,2025-01-16,2026-01-16,High-Risk Geography
CUST10105,Individual,India,Retail,0,0,0,1,1,1,1,1,100.0,13,Low,0,Approved,2025-10-31,2027-10-31,Standard Risk
CUST10106,Individual,Nigeria,Finance,0,0,0,1,1,0,1,1,80.0,38,Moderate,0,Approved,2026-06-26,2027-06-26,High-Risk Geography
CUST10107,Business,China,Hospitality,0,0,0,1,1,1,1,1,100.0,16,Low,0,Approved,2026-01-14,2028-01-14,Standard Risk
CUST10108,Individual,United States,Retail,0,0,0,1,1,1,1,1,100.0,17,Low,0,Approved,2025-10-03,2027-10-03,Standard Risk
CUST10109,Individual,China,Hospitality,1,0,1,0,1,1,1,1,80.0,61,High,1,Periodic Review,2025-11-28,2026-05-27,PEP
CUST10110,Individual,United States,Consulting,0,0,1,1,1,1,0,0,60.0,41,Moderate,1,Remediation,2025-01-25,2026-01-25,Adverse Media
CUST10111,Individual,Brazil,Education,0,0,0,1,1,1,1,1,100.0,11,Low,0,Approved,2024-09-10,2026-09-10,Standard Risk
CUST10112,Business,United Kingdom,Real Estate,0,0,1,1,1,1,1,1,100.0,33,Moderate,1,Approved,2026-04-10,2027-04-10,Adverse Media
CUST10113,Business,China,Manufacturing,0,0,0,1,1,1,1,1,100.0,15,Low,0,Approved,2025-12-24,2027-12-24,Standard Risk
CUST10114,Individual,United States,Hospitality,1,0,0,0,1,1,1,1,80.0,42,Moderate,1,Approved,2024-10-10,2025-10-10,PEP
CUST10115,Business,Mexico,Real Estate,0,0,0,1,1,1,0,0,60.0,19,Low,0,Pending Documents,2026-06-13,2028-06-12,KYC Documentation
CUST10116,Business,United Kingdom,Logistics,0,0,0,0,1,1,1,1,80.0,23,Low,0,Approved,2026-07-06,2028-07-05,Source of Wealth
CUST10117,Individual,Nigeria,Retail,0,0,1,1,1,1,1,1,100.0,43,Moderate,1,Approved,2025-08-31,2026-08-31,Adverse Media
CUST10118,Business,United States,Consulting,0,0,0,1,1,1,1,1,100.0,9,Low,0,Approved,2025-10-28,2027-10-28,Standard Risk
CUST10119,Individual,United States,Education,0,0,0,1,1,1,1,1,100.0,10,Low,0,Approved,2026-03-11,2028-03-10,Standard Risk
CUST10120,Business,United States,Real Estate,0,0,0,1,1,1,1,1,100.0,15,Low,0,Approved,2025-05-27,2027-05-27,Standard Risk
CUST10121,Business,United States,FinTech,0,0,0,1,1,1,1,1,100.0,10,Low,0,Approved,2024-10-23,2026-10-23,Standard Risk
CUST10122,Individual,India,Retail,0,0,0,1,1,1,1,1,100.0,14,Low,0,Approved,2025-01-13,2027-01-13,Standard Risk
CUST10123,Individual,United States,Healthcare,0,0,1,1,1,1,0,1,80.0,41,Moderate,1,Periodic Review,2025-04-26,2026-04-26,Adverse Media
CUST10124,Individual,Russia,Consulting,0,0,0,0,1,1,1,1,80.0,43,Moderate,0,Approved,2025-02-18,2026-02-18,High-Risk Geography
CUST10125,Individual,United States,Construction,0,0,0,1,1,1,1,1,100.0,16,Low,0,Approved,2024-12-01,2026-12-01,Standard Risk
CUST10126,Business,United States,Retail,0,0,0,1,1,1,1,1,100.0,15,Low,0,Approved,2024-10-20,2026-10-20,Standard Risk
CUST10127,Business,China,Real Estate,0,0,0,1,1,1,1,1,100.0,8,Low,0,Approved,2025-08-23,2027-08-23,Standard Risk
CUST10128,Individual,Mexico,Healthcare,0,0,0,1,1,1,1,1,100.0,14,Low,0,Approved,2025-09-17,2027-09-17,Standard Risk
CUST10129,Individual,United Kingdom,Finance,0,0,0,1,1,1,1,1,100.0,14,Low,0,Approved,2026-06-26,2028-06-25,Standard Risk
CUST10130,Individual,United Kingdom,Education,0,0,0,1,1,1,1,1,100.0,15,Low,0,Periodic Review,2025-10-06,2027-10-06,Standard Risk
CUST10131,Individual,Nigeria,Hospitality,1,0,0,1,1,1,1,1,100.0,55,Moderate,1,Approved,2026-02-19,2027-02-19,PEP
CUST10132,Individual,United States,Education,0,0,0,1,1,1,1,1,100.0,12,Low,0,Periodic Review,2026-03-30,2028-03-29,Standard Risk
CUST10133,Individual,Iran,Consulting,0,0,0,1,1,1,1,0,80.0,38,Moderate,0,Approved,2026-03-25,2027-03-25,High-Risk Geography
CUST10134,Business,Russia,Real Estate,0,0,0,1,1,1,1,0,80.0,37,Moderate,0,Approved,2024-10-05,2025-10-05,High-Risk Geography
CUST10135,Individual,Mexico,Education,0,0,0,1,1,1,1,1,100.0,16,Low,0,Approved,2025-12-09,2027-12-09,Standard Risk
CUST10136,Individual,United States,Technology,0,0,0,0,1,1,1,1,80.0,25,Low,0,Approved,2026-03-17,2028-03-16,Source of Wealth
CUST10137,Individual,Mexico,Education,0,0,1,1,1,0,1,1,80.0,41,Moderate,1,Approved,2026-04-09,2027-04-09,Adverse Media
CUST10138,Individual,United States,Retail,0,0,0,1,1,1,0,0,60.0,24,Low,0,Remediation,2026-02-27,2028-02-27,KYC Documentation
CUST10139,Business,United States,FinTech,0,0,0,1,1,1,0,1,80.0,14,Low,0,Approved,2025-07-05,2027-07-05,KYC Documentation
CUST10140,Business,United States,FinTech,0,0,0,1,1,0,1,1,80.0,23,Low,0,Approved,2025-06-01,2027-06-01,KYC Documentation
CUST10141,Individual,United States,Hospitality,0,0,0,1,1,0,1,1,80.0,21,Low,0,Approved,2025-09-21,2027-09-21,KYC Documentation
CUST10142,Individual,India,Consulting,0,0,0,1,1,1,1,1,100.0,11,Low,0,Approved,2025-02-24,2027-02-24,Standard Risk
CUST10143,Individual,Nigeria,Finance,0,0,0,1,1,1,1,1,100.0,25,Low,0,Approved,2025-04-03,2027-04-03,High-Risk Geography
CUST10144,Individual,United Arab Emirates,Education,0,0,0,1,1,1,1,1,100.0,27,Low,0,Approved,2024-09-26,2026-09-26,High-Risk Geography
CUST10145,Individual,United States,Healthcare,0,0,0,1,1,1,1,1,100.0,12,Low,0,Approved,2026-05-20,2028-05-19,Standard Risk
CUST10146,Individual,United States,Finance,0,0,0,1,1,1,0,0,60.0,23,Low,0,Remediation,2025-12-28,2027-12-28,KYC Documentation
CUST10147,Individual,United States,Construction,0,0,0,1,1,1,1,0,80.0,17,Low,0,Approved,2026-08-09,2028-08-08,KYC Documentation
CUST10148,Individual,Iran,Education,0,0,0,1,1,0,1,1,80.0,37,Moderate,0,Periodic Review,2025-03-25,2026-03-25,High-Risk Geography
CUST10149,Individual,United States,Hospitality,0,0,1,1,1,1,1,1,100.0,26,Low,1,Approved,2026-04-10,2028-04-09,Adverse Media
CUST10150,Business,India,Logistics,0,0,0,1,1,1,1,1,100.0,17,Low,0,Approved,2024-10-06,2026-10-06,Standard Risk
CUST10151,Individual,Canada,Construction,0,0,0,0,1,1,1,1,80.0,25,Low,0,Periodic Review,2026-02-20,2028-02-20,Source of Wealth
CUST10152,Individual,United States,Education,0,0,0,1,1,1,1,1,100.0,10,Low,0,Approved,2025-05-24,2027-05-24,Standard Risk
CUST10153,Individual,Nigeria,Construction,0,0,0,1,1,1,0,1,80.0,31,Moderate,0,Approved,2025-08-22,2026-08-22,High-Risk Geography
CUST10154,Business,United Kingdom,Import/Export,0,0,0,1,1,1,1,1,100.0,16,Low,0,Approved,2024-10-24,2026-10-24,Standard Risk
CUST10155,Individual,India,Hospitality,0,0,0,1,1,1,1,1,100.0,14,Low,0,Approved,2024-10-09,2026-10-09,Standard Risk
CUST10156,Individual,Brazil,Retail,0,0,0,1,1,1,1,0,80.0,21,Low,0,Approved,2024-12-11,2026-12-11,KYC Documentation
CUST10157,Business,United States,Logistics,0,0,0,1,1,1,1,0,80.0,14,Low,0,Approved,2025-12-09,2027-12-09,KYC Documentation
CUST10158,Individual,United States,Technology,0,0,0,1,1,1,1,1,100.0,16,Low,0,Approved,2025-08-19,2027-08-19,Standard Risk
CUST10159,Business,Canada,Real Estate,0,0,0,1,1,1,1,1,100.0,17,Low,0,Periodic Review,2025-02-28,2027-02-28,Standard Risk
CUST10160,Individual,Brazil,Retail,0,0,0,1,1,1,1,1,100.0,16,Low,0,Approved,2025-02-22,2027-02-22,Standard Risk
CUST10161,Individual,United States,Technology,0,0,0,1,1,1,1,1,100.0,16,Low,0,Approved,2026-06-19,2028-06-18,Standard Risk
CUST10162,Individual,Canada,Construction,0,0,0,1,1,1,1,1,100.0,17,Low,0,Approved,2025-06-20,2027-06-20,Standard Risk
CUST10163,Individual,Mexico,Healthcare,0,0,0,1,1,1,1,1,100.0,17,Low,0,Approved,2026-01-18,2028-01-18,Standard Risk
CUST10164,Individual,Nigeria,Retail,0,0,0,1,1,1,1,1,100.0,27,Low,0,Periodic Review,2025-10-28,2027-10-28,High-Risk Geography
CUST10165,Business,United States,Hospitality,0,0,0,1,1,1,1,1,100.0,17,Low,0,Approved,2025-09-18,2027-09-18,Standard Risk
CUST10166,Individual,Nigeria,Technology,0,0,0,1,1,1,1,1,100.0,26,Low,0,Periodic Review,2025-05-13,2027-05-13,High-Risk Geography
CUST10167,Individual,Brazil,Finance,0,0,1,1,1,1,1,1,100.0,31,Moderate,1,Periodic Review,2025-10-21,2026-10-21,Adverse Media
CUST10168,Individual,United States,Finance,0,0,0,1,1,1,1,1,100.0,10,Low,0,Approved,2025-03-25,2027-03-25,Standard Risk
CUST10169,Individual,United States,Healthcare,0,0,0,1,1,1,1,1,100.0,16,Low,0,Periodic Review,2025-07-03,2027-07-03,Standard Risk
CUST10170,Individual,Russia,Consulting,0,0,0,1,1,1,1,1,100.0,26,Low,0,Approved,2025-03-26,2027-03-26,High-Risk Geography
CUST10171,Individual,United States,Retail,0,0,0,1,1,1,1,1,100.0,9,Low,0,Approved,2025-02-16,2027-02-16,Standard Risk
CUST10172,Individual,India,Retail,0,0,0,0,1,1,1,0,60.0,30,Moderate,0,Remediation,2025-12-26,2026-12-26,Source of Wealth
CUST10173,Individual,United Kingdom,Retail,0,0,0,1,1,1,1,1,100.0,13,Low,0,Approved,2024-12-09,2026-12-09,Standard Risk
CUST10174,Individual,United States,Consulting,0,0,0,0,1,1,1,1,80.0,25,Low,0,Approved,2025-02-09,2027-02-09,Source of Wealth
CUST10175,Individual,India,Construction,0,0,0,0,1,1,1,1,80.0,24,Low,0,Approved,2026-03-03,2028-03-02,Source of Wealth
CUST10176,Individual,United States,Hospitality,0,0,0,1,1,1,1,0,80.0,15,Low,0,Periodic Review,2026-05-18,2028-05-17,KYC Documentation
CUST10177,Individual,United Kingdom,Hospitality,0,0,0,1,1,1,1,1,100.0,15,Low,0,Approved,2026-02-22,2028-02-22,Standard Risk
CUST10178,Business,United States,FinTech,0,0,0,1,1,1,1,1,100.0,17,Low,0,Approved,2026-04-17,2028-04-16,Standard Risk
CUST10179,Individual,Canada,Retail,0,0,0,0,1,1,1,0,60.0,23,Low,0,Remediation,2024-10-01,2026-10-01,Source of Wealth
CUST10180,Individual,United States,Construction,0,0,0,1,1,1,1,1,100.0,8,Low,0,Approved,2026-05-04,2028-05-03,Standard Risk
CUST10181,Individual,United States,Finance,0,0,0,1,1,1,1,1,100.0,17,Low,0,Approved,2026-06-21,2028-06-20,Standard Risk
CUST10182,Business,Russia,FinTech,0,0,0,1,1,1,1,1,100.0,31,Moderate,0,Periodic Review,2026-04-23,2027-04-23,High-Risk Geography
CUST10183,Business,United States,Import/Export,0,0,1,1,1,1,1,1,100.0,34,Moderate,1,Approved,2025-06-01,2026-06-01,Adverse Media
CUST10184,Individual,Mexico,Consulting,0,0,0,1,1,1,1,0,80.0,22,Low,0,Periodic Review,2025-05-10,2027-05-10,KYC Documentation
CUST10185,Individual,United States,Hospitality,0,0,0,1,1,1,1,1,100.0,13,Low,0,Approved,2026-07-11,2028-07-10,Standard Risk
CUST10186,Business,United Arab Emirates,Logistics,0,0,0,0,1,1,0,1,60.0,44,Moderate,0,Pending Documents,2025-02-04,2026-02-04,High-Risk Geography
CUST10187,Individual,United States,Finance,0,0,0,1,1,1,0,1,80.0,15,Low,0,Approved,2026-05-05,2028-05-04,KYC Documentation
CUST10188,Individual,Russia,Finance,0,0,0,1,1,1,1,1,100.0,32,Moderate,0,Approved,2025-12-11,2026-12-11,High-Risk Geography
CUST10189,Individual,United States,Consulting,1,0,0,1,1,0,1,1,80.0,45,Moderate,1,Approved,2026-01-05,2027-01-05,PEP
