customer_id,beneficial_owner_id,ownership_pct,ubo_25pct_flag,pep_flag,adverse_media_flag
CUST10120,CUST10120-BO3,5.1,0,0,1
CUST10121,CUST10121-BO1,24.2,0,0,0
CUST10121,CUST10121-BO2,17.5,0,0,0
CUST10121,CUST10121-BO3,18.9,0,0,0
CUST10121,CUST10121-BO4,39.4,1,0,0
CUST10126,CUST10126-BO1,9.0,0,0,0
CUST10126,CUST10126-BO2,35.0,1,0,0
CUST10126,CUST10126-BO3,56.0,1,0,0
CUST10127,CUST10127-BO1,14.7,0,0,0
CUST10127,CUST10127-BO2,15.5,0,0,1
CUST10127,CUST10127-BO3,69.8,1,0,1
CUST10134,CUST10134-BO1,15.8,0,0,0
CUST10134,CUST10134-BO2,84.2,1,0,0
CUST10139,CUST10139-BO1,28.6,1,0,0
CUST10139,CUST10139-BO2,17.8,0,0,0
CUST10139,CUST10139-BO3,53.7,1,0,1
CUST10140,CUST10140-BO1,73.6,1,0,0
CUST10140,CUST10140-BO2,5.4,0,0,0
CUST10140,CUST10140-BO3,2.5,0,0,0
CUST10140,CUST10140-BO4,18.5,0,0,0
CUST10150,CUST10150-BO1,1.2,0,0,0
CUST10150,CUST10150-BO2,48.1,1,1,1
CUST10150,CUST10150-BO3,41.2,1,1,0
CUST10150,CUST10150-BO4,9.5,0,0,0
CUST10154,CUST10154-BO1,44.2,1,0,0
CUST10154,CUST10154-BO2,55.8,1,0,0
CUST10157,CUST10157-BO1,11.7,0,0,0
CUST10157,CUST10157-BO2,23.5,0,0,0
CUST10157,CUST10157-BO3,42.8,1,0,0
CUST10157,CUST10157-BO4,22.0,0,0,0
CUST10159,CUST10159-BO1,3.5,0,0,0
CUST10159,CUST10159-BO2,24.4,0,0,0
CUST10159,CUST10159-BO3,72.2,1,0,0
CUST10165,CUST10165-BO1,33.4,1,0,0
CUST10165,CUST10165-BO2,48.8,1,0,0
CUST10165,CUST10165-BO3,17.9,0,0,0
CUST10178,CUST10178-BO1,39.5,1,0,0
CUST10178,CUST10178-BO2,16.0,0,0,1
CUST10178,CUST10178-BO3,39.2,1,0,0
CUST10178,CUST10178-BO4,5.3,0,0,1
CUST10182,CUST10182-BO1,100.0,1,0,0
CUST10183,CUST10183-BO1,27.3,1,0,1
CUST10183,CUST10183-BO2,29.9,1,0,0
CUST10183,CUST10183-BO3,42.8,1,0,0
CUST10186,CUST10186-BO1,57.1,1,0,0
CUST10186,CUST10186-BO2,26.1,1,0,0
CUST10186,CUST10186-BO3,16.9,0,0,0
CUST10191,CUST10191-BO1,100.0,1,0,0
CUST10192,CUST10192-BO1,24.8,0,1,0
CUST10192,CUST10192-BO2,75.2,1,0,0
CUST10196,CUST10196-BO1,6.8,0,0,0
CUST10196,CUST10196-BO2,51.7,1,0,1
CUST10196,CUST10196-BO3,41.5,1,0,0
CUST10197,CUST10197-BO1,13.0,0,0,0
CUST10197,CUST10197-BO2,10.2,0,0,0
CUST10197,CUST10197-BO3,37.9,1,0,0
CUST10197,CUST10197-BO4,38.9,1,0,0
CUST10198,CUST10198-BO1,16.4,0,0,0
CUST10198,CUST10198-BO2,33.8,1,0,0
CUST10198,CUST10198-BO3,30.4,1,1,0
CUST10198,CUST10198-BO4,19.4,0,0,1
CUST10199,CUST10199-BO1,20.5,0,0,0
CUST10199,CUST10199-BO2,5.0,0,1,0
CUST10199,CUST10199-BO3,64.5,1,0,0
CUST10199,CUST10199-BO4,9.9,0,0,0
CUST10203,CUST10203-BO1,24.9,0,0,0
CUST10203,CUST10203-BO2,75.1,1,0,0
CUST10217,CUST10217-BO1,8.0,0,0,0
CUST10217,CUST10217-BO2,92.0,1,0,1
CUST10219,CUST10219-BO1,100.0,1,0,0
CUST10226,CUST10226-BO1,2.9,0,0,0
CUST10226,CUST10226-BO2,41.9,1,0,0
CUST10226,CUST10226-BO3,27.3,1,0,0
CUST10226,CUST10226-BO4,27.9,1,0,0
CUST10228,CUST10228-BO1,100.0,1,0,0
CUST10230,CUST10230-BO1,24.2,0,0,0
CUST10230,CUST10230-BO2,75.8,1,0,0
CUST10235,CUST10235-BO1,29.8,1,1,0
CUST10235,CUST10235-BO2,27.2,1,0,0
CUST10235,CUST10235-BO3,3.9,0,0,0
CUST10235,CUST10235-BO4,39.1,1,0,0
CUST10240,CUST10240-BO1,20.0,0,0,0
CUST10240,CUST10240-BO2,24.9,0,0,0
CUST10240,CUST10240-BO3,48.4,1,0,1
CUST10240,CUST10240-BO4,6.6,0,0,0
CUST10241,CUST10241-BO1,77.4,1,0,0
CUST10241,CUST10241-BO2,22.6,0,0,0
CUST10242,CUST10242-BO1,28.5,1,0,0
CUST10242,CUST10242-BO2,15.0,0,0,1
CUST10242,CUST10242-BO3,56.5,1,0,0
CUST10245,CUST10245-BO1,6.3,0,0,0
CUST10245,CUST10245-BO2,17.3,0,0,0
CUST10245,CUST10245-BO3,4.1,0,0,0
CUST10245,CUST10245-BO4,72.3,1,0,0
CUST10247,CUST10247-BO1,53.9,1,0,0
CUST10247,CUST10247-BO2,46.1,1,0,0
CUST10248,CUST10248-BO1,100.0,1,0,0
CUST10249,CUST10249-BO1,10.6,0,0,0
CUST10249,CUST10249-BO2,7.9,0,0,0
CUST10249,CUST10249-BO3,81.5,1,0,0
CUST10252,CUST10252-BO1,22.9,0,0,0
CUST10252,CUST10252-BO2,54.2,1,0,0
CUST10252,CUST10252-BO3,21.8,0,0,0
CUST10252,CUST10252-BO4,1.1,0,0,0
CUST10256,CUST10256-BO1,17.5,0,1,1
CUST10256,CUST10256-BO2,55.1,1,0,0
CUST10256,CUST10256-BO3,7.0,0,0,0
CUST10256,CUST10256-BO4,20.3,0,0,0
CUST10261,CUST10261-BO1,100.0,1,1,0
CUST10264,CUST10264-BO1,33.7,1,0,0
CUST10264,CUST10264-BO2,23.6,0,0,0
CUST10264,CUST10264-BO3,42.7,1,0,0
CUST10265,CUST10265-BO1,26.6,1,0,0
CUST10265,CUST10265-BO2,8.9,0,0,0
CUST10265,CUST10265-BO3,45.0,1,0,0
CUST10265,CUST10265-BO4,19.4,0,0,0
CUST10270,CUST10270-BO1,27.4,1,0,0
CUST10270,CUST10270-BO2,18.9,0,0,0
CUST10270,CUST10270-BO3,53.8,1,0,0
CUST10271,CUST10271-BO1,40.4,1,0,0
CUST10271,CUST10271-BO2,16.6,0,0,0
CUST10271,CUST10271-BO3,42.9,1,0,0
CUST10272,CUST10272-BO1,27.1,1,0,0
CUST10272,CUST10272-BO2,72.9,1,0,0
CUST10273,CUST10273-BO1,54.2,1,0,0
CUST10273,CUST10273-BO2,1.3,0,0,0
CUST10273,CUST10273-BO3,18.1,0,0,0
CUST10273,CUST10273-BO4,26.5,1,0,0
CUST10276,CUST10276-BO1,11.5,0,0,0
CUST10276,CUST10276-BO2,88.5,1,0,0
CUST10279,CUST10279-BO1,46.8,1,0,0
CUST10279,CUST10279-BO2,17.8,0,0,0
CUST10279,CUST10279-BO3,35.5,1,0,0
CUST10280,CUST10280-BO1,46.0,1,0,0
CUST10280,CUST10280-BO2,33.1,1,0,0
CUST10280,CUST10280-BO3,21.0,0,0,0
CUST10292,CUST10292-BO1,50.3,1,0,0
CUST10292,CUST10292-BO2,1.7,0,0,0
CUST10292,CUST10292-BO3,35.8,1,0,0
CUST10292,CUST10292-BO4,12.1,0,0,0
CUST10296,CUST10296-BO1,2.1,0,0,0
CUST10296,CUST10296-BO2,36.9,1,0,0
CUST10296,CUST10296-BO3,61.0,1,1,0
CUST10304,CUST10304-BO1,18.7,0,0,0
CUST10304,CUST10304-BO2,11.5,0,0,0
CUST10304,CUST10304-BO3,29.2,1,0,0
CUST10304,CUST10304-BO4,40.6,1,0,0
CUST10305,CUST10305-BO1,3.3,0,0,1
CUST10305,CUST10305-BO2,96.7,1,0,0
CUST10308,CUST10308-BO1,43.2,1,0,0
CUST10308,CUST10308-BO2,43.1,1,0,1
CUST10308,CUST10308-BO3,13.7,0,0,0
CUST10313,CUST10313-BO1,22.3,0,0,0
CUST10313,CUST10313-BO2,18.9,0,0,0
CUST10313,CUST10313-BO3,24.1,0,0,0
CUST10313,CUST10313-BO4,34.7,1,0,0
CUST10314,CUST10314-BO1,100.0,1,0,0
CUST10324,CUST10324-BO1,32.0,1,0,0
CUST10324,CUST10324-BO2,34.6,1,0,0
CUST10324,CUST10324-BO3,24.1,0,1,0
CUST10324,CUST10324-BO4,9.3,0,1,0
CUST10325,CUST10325-BO1,100.0,1,0,0
CUST10331,CUST10331-BO1,4.5,0,0,0
CUST10331,CUST10331-BO2,95.5,1,0,0
CUST10336,CUST10336-BO1,57.3,1,0,0
CUST10336,CUST10336-BO2,22.2,0,0,0
CUST10336,CUST10336-BO3,6.0,0,0,0
CUST10336,CUST10336-BO4,14.5,0,0,0
CUST10351,CUST10351-BO1,100.0,1,0,1
CUST10358,CUST10358-BO1,81.7,1,0,0
CUST10358,CUST10358-BO2,18.3,0,0,0
CUST10364,CUST10364-BO1,21.6,0,0,0
CUST10364,CUST10364-BO2,7.4,0,0,0
CUST10364,CUST10364-BO3,22.7,0,0,0
CUST10364,CUST10364-BO4,48.3,1,0,0
CUST10366,CUST10366-BO1,33.6,1,0,0
CUST10366,CUST10366-BO2,40.3,1,0,0
CUST10366,CUST10366-BO3,26.1,1,0,1
CUST10367,CUST10367-BO1,60.0,1,0,0
CUST10367,CUST10367-BO2,28.6,1,1,0
CUST10367,CUST10367-BO3,11.4,0,0,0
CUST10376,CUST10376-BO1,14.4,0,0,0
CUST10376,CUST10376-BO2,73.9,1,0,0
CUST10376,CUST10376-BO3,11.7,0,0,0
CUST10378,CUST10378-BO1,65.4,1,0,0
CUST10378,CUST10378-BO2,33.2,1,0,0
CUST10378,CUST10378-BO3,1.4,0,0,0
CUST10383,CUST10383-BO1,40.9,1,0,0
CUST10383,CUST10383-BO2,25.6,1,0,0
CUST10383,CUST10383-BO3,33.4,1,0,0
CUST10384,CUST10384-BO1,65.8,1,0,1
CUST10384,CUST10384-BO2,0.9,0,0,0
CUST10384,CUST10384-BO3,19.7,0,0,0
CUST10384,CUST10384-BO4,13.5,0,0,0
CUST10385,CUST10385-BO1,1.1,0,0,0
CUST10385,CUST10385-BO2,46.9,1,0,0
CUST10385,CUST10385-BO3,9.3,0,0,0
CUST10385,CUST10385-BO4,42.7,1,0,0
CUST10388,CUST10388-BO1,100.0,1,0,0
CUST10389,CUST10389-BO1,35.4,1,0,0
CUST10389,CUST10389-BO2,31.3,1,0,0
CUST10389,CUST10389-BO3,33.2,1,0,0
CUST10390,CUST10390-BO1,30.2,1,0,0
CUST10390,CUST10390-BO2,69.8,1,0,0
CUST10393,CUST10393-BO1,19.7,0,0,0
CUST10393,CUST10393-BO2,2.7,0,0,0
CUST10393,CUST10393-BO3,0.7,0,0,0
CUST10393,CUST10393-BO4,77.0,1,0,0
CUST10395,CUST10395-BO1,44.8,1,0,0
CUST10395,CUST10395-BO2,55.2,1,0,0
CUST10396,CUST10396-BO1,3.1,0,0,0
CUST10396,CUST10396-BO2,89.0,1,0,1
CUST10396,CUST10396-BO3,7.9,0,0,0
CUST10398,CUST10398-BO1,100.0,1,0,0
CUST10399,CUST10399-BO1,100.0,1,0,0
CUST10401,CUST10401-BO1,45.9,1,0,1
CUST10401,CUST10401-BO2,9.3,0,0,0
CUST10401,CUST10401-BO3,39.1,1,0,0
CUST10401,CUST10401-BO4,5.6,0,0,0
CUST10403,CUST10403-BO1,64.0,1,0,0
CUST10403,CUST10403-BO2,36.0,1,1,0
CUST10405,CUST10405-BO1,43.9,1,0,0
CUST10405,CUST10405-BO2,9.2,0,0,0
CUST10405,CUST10405-BO3,14.1,0,1,1
CUST10405,CUST10405-BO4,32.8,1,0,1
CUST10408,CUST10408-BO1,70.8,1,0,0
CUST10408,CUST10408-BO2,15.6,0,0,0
CUST10408,CUST10408-BO3,13.6,0,0,1
CUST10411,CUST10411-BO1,24.8,0,0,0
CUST10411,CUST10411-BO2,75.2,1,0,0
CUST10412,CUST10412-BO1,3.1,0,0,1
CUST10412,CUST10412-BO2,75.8,1,0,0
CUST10412,CUST10412-BO3,21.1,0,0,0
CUST10419,CUST10419-BO1,5.3,0,0,0
CUST10419,CUST10419-BO2,38.5,1,0,0
CUST10419,CUST10419-BO3,56.2,1,0,0
CUST10420,CUST10420-BO1,79.4,1,0,0
CUST10420,CUST10420-BO2,7.8,0,0,1
CUST10420,CUST10420-BO3,12.8,0,0,0
CUST10421,CUST10421-BO1,16.2,0,0,0
CUST10421,CUST10421-BO2,83.8,1,0,0
CUST10427,CUST10427-BO1,57.3,1,1,0
CUST10427,CUST10427-BO2,42.7,1,0,0
CUST10431,CUST10431-BO1,32.0,1,0,0
CUST10431,CUST10431-BO2,44.8,1,0,0
CUST10431,CUST10431-BO3,23.2,0,0,0
CUST10437,CUST10437-BO1,100.0,1,0,0
CUST10441,CUST10441-BO1,11.1,0,0,0
CUST10441,CUST10441-BO2,77.1,1,0,0
CUST10441,CUST10441-BO3,6.6,0,0,0
CUST10441,CUST10441-BO4,5.2,0,0,0
CUST10444,CUST10444-BO1,22.1,0,0,0
CUST10444,CUST10444-BO2,77.9,1,0,1
CUST10445,CUST10445-BO1,6.4,0,0,0
CUST10445,CUST10445-BO2,41.7,1,0,0
CUST10445,CUST10445-BO3,3.6,0,0,0
CUST10445,CUST10445-BO4,48.3,1,0,0
CUST10446,CUST10446-BO1,8.3,0,0,0
CUST10446,CUST10446-BO2,86.1,1,0,0
CUST10446,CUST10446-BO3,5.6,0,0,0
CUST10447,CUST10447-BO1,1.3,0,0,0
CUST10447,CUST10447-BO2,29.6,1,0,0
CUST10447,CUST10447-BO3,25.2,1,0,0
CUST10447,CUST10447-BO4,43.8,1,0,0
CUST10450,CUST10450-BO1,69.2,1,0,0
CUST10450,CUST10450-BO2,14.9,0,0,0
CUST10450,CUST10450-BO3,15.9,0,0,0
CUST10453,CUST10453-BO1,20.0,0,0,0
CUST10453,CUST10453-BO2,67.6,1,1,0
CUST10453,CUST10453-BO3,12.5,0,0,0
CUST10462,CUST10462-BO1,19.8,0,0,0
CUST10462,CUST10462-BO2,32.9,1,0,0
CUST10462,CUST10462-BO3,1.7,0,0,0
CUST10462,CUST10462-BO4,45.7,1,0,0
CUST10464,CUST10464-BO1,47.6,1,0,0
CUST10464,CUST10464-BO2,13.3,0,0,0
CUST10464,CUST10464-BO3,32.7,1,0,1
CUST10464,CUST10464-BO4,6.4,0,0,1
CUST10467,CUST10467-BO1,6.1,0,0,0
CUST10467,CUST10467-BO2,13.0,0,0,0
CUST10467,CUST10467-BO3,5.4,0,0,0
CUST10467,CUST10467-BO4,75.5,1,1,0
CUST10469,CUST10469-BO1,2.3,0,0,0
CUST10469,CUST10469-BO2,38.4,1,0,1
CUST10469,CUST10469-BO3,41.3,1,1,0
CUST10469,CUST10469-BO4,18.0,0,0,1
CUST10471,CUST10471-BO1,40.9,1,0,0
CUST10471,CUST10471-BO2,52.7,1,0,0
CUST10471,CUST10471-BO3,6.4,0,0,0
CUST10473,CUST10473-BO1,2.1,0,0,0
CUST10473,CUST10473-BO2,8.0,0,0,0
CUST10473,CUST10473-BO3,89.9,1,0,0
CUST10475,CUST10475-BO1,6.0,0,0,0
CUST10475,CUST10475-BO2,4.8,0,0,0
CUST10475,CUST10475-BO3,81.6,1,0,0
CUST10475,CUST10475-BO4,7.6,0,0,0
CUST10478,CUST10478-BO1,51.5,1,0,0
CUST10478,CUST10478-BO2,14.0,0,0,0
CUST10478,CUST10478-BO3,15.4,0,0,0
CUST10478,CUST10478-BO4,19.1,0,1,0
CUST10485,CUST10485-BO1,33.4,1,0,0
CUST10485,CUST10485-BO2,62.4,1,0,0
CUST10485,CUST10485-BO3,4.2,0,0,0
CUST10488,CUST10488-BO1,18.4,0,0,0
CUST10488,CUST10488-BO2,81.6,1,0,0
CUST10489,CUST10489-BO1,2.4,0,0,1
CUST10489,CUST10489-BO2,97.6,1,0,0
CUST10498,CUST10498-BO1,100.0,1,1,1
CUST10499,CUST10499-BO1,69.5,1,0,0
CUST10499,CUST10499-BO2,30.5,1,0,0
CUST10503,CUST10503-BO1,100.0,1,0,0
CUST10506,CUST10506-BO1,100.0,1,0,0
CUST10507,CUST10507-BO1,30.0,1,0,0
CUST10507,CUST10507-BO2,15.1,0,0,0
CUST10507,CUST10507-BO3,45.7,1,0,0
CUST10507,CUST10507-BO4,9.2,0,0,0
CUST10508,CUST10508-BO1,13.9,0,0,0
CUST10508,CUST10508-BO2,59.8,1,0,0
CUST10508,CUST10508-BO3,26.3,1,0,0
CUST10509,CUST10509-BO1,58.2,1,0,0
CUST10509,CUST10509-BO2,41.8,1,0,0
CUST10512,CUST10512-BO1,28.2,1,0,0
CUST10512,CUST10512-BO2,67.7,1,0,0
CUST10512,CUST10512-BO3,4.1,0,0,0
CUST10513,CUST10513-BO1,44.6,1,0,0
CUST10513,CUST10513-BO2,13.2,0,0,0
CUST10513,CUST10513-BO3,42.1,1,0,0
CUST10517,CUST10517-BO1,20.6,0,0,1
CUST10517,CUST10517-BO2,44.6,1,0,0
CUST10517,CUST10517-BO3,0.1,0,0,0
CUST10517,CUST10517-BO4,34.6,1,0,0
CUST10518,CUST10518-BO1,12.8,0,0,0
CUST10518,CUST10518-BO2,74.8,1,0,0
CUST10518,CUST10518-BO3,12.3,0,0,0
CUST10522,CUST10522-BO1,100.0,1,0,0
CUST10523,CUST10523-BO1,13.1,0,0,0
CUST10523,CUST10523-BO2,28.5,1,0,0
CUST10523,CUST10523-BO3,58.4,1,0,0
CUST10524,CUST10524-BO1,48.4,1,0,1
CUST10524,CUST10524-BO2,51.6,1,0,0
CUST10529,CUST10529-BO1,72.0,1,0,0
CUST10529,CUST10529-BO2,4.6,0,0,0
CUST10529,CUST10529-BO3,23.4,0,0,1
CUST10530,CUST10530-BO1,100.0,1,0,0
CUST10531,CUST10531-BO1,44.6,1,0,0
CUST10531,CUST10531-BO2,17.5,0,0,0
CUST10531,CUST10531-BO3,0.8,0,0,0
CUST10531,CUST10531-BO4,37.0,1,0,0
CUST10532,CUST10532-BO1,44.7,1,0,0
CUST10532,CUST10532-BO2,13.6,0,0,0
CUST10532,CUST10532-BO3,8.8,0,0,1
CUST10532,CUST10532-BO4,32.9,1,0,0
CUST10534,CUST10534-BO1,21.7,0,0,0
CUST10534,CUST10534-BO2,78.3,1,0,0
CUST10535,CUST10535-BO1,100.0,1,0,0
CUST10536,CUST10536-BO1,100.0,1,1,0
CUST10540,CUST10540-BO1,13.7,0,1,0
CUST10540,CUST10540-BO2,18.3,0,0,0
CUST10540,CUST10540-BO3,37.6,1,0,1
CUST10540,CUST10540-BO4,30.4,1,0,0
CUST10549,CUST10549-BO1,100.0,1,0,0
CUST10551,CUST10551-BO1,54.0,1,0,0
CUST10551,CUST10551-BO2,18.8,0,0,0
CUST10551,CUST10551-BO3,27.3,1,0,0
CUST10554,CUST10554-BO1,85.5,1,0,0
CUST10554,CUST10554-BO2,14.5,0,0,0
CUST10558,CUST10558-BO1,100.0,1,0,0
CUST10568,CUST10568-BO1,61.5,1,0,1
CUST10568,CUST10568-BO2,38.5,1,0,0
CUST10571,CUST10571-BO1,19.8,0,0,0
CUST10571,CUST10571-BO2,18.9,0,0,0
CUST10571,CUST10571-BO3,4.1,0,0,0
CUST10571,CUST10571-BO4,57.1,1,0,0
CUST10574,CUST10574-BO1,52.3,1,0,0
CUST10574,CUST10574-BO2,16.2,0,0,0
CUST10574,CUST10574-BO3,31.5,1,0,0
CUST10575,CUST10575-BO1,23.9,0,0,0
CUST10575,CUST10575-BO2,76.1,1,0,0
CUST10577,CUST10577-BO1,85.3,1,0,0
CUST10577,CUST10577-BO2,2.8,0,0,0
CUST10577,CUST10577-BO3,11.9,0,0,0
CUST10581,CUST10581-BO1,100.0,1,0,0
CUST10594,CUST10594-BO1,5.0,0,0,0
CUST10594,CUST10594-BO2,95.0,1,0,0
CUST10611,CUST10611-BO1,100.0,1,0,0
CUST10614,CUST10614-BO1,93.7,1,0,0
CUST10614,CUST10614-BO2,6.3,0,1,0
CUST10615,CUST10615-BO1,40.6,1,0,0
CUST10615,CUST10615-BO2,38.7,1,0,0
CUST10615,CUST10615-BO3,11.2,0,0,0
CUST10615,CUST10615-BO4,9.4,0,0,0
CUST10618,CUST10618-BO1,36.0,1,0,0
CUST10618,CUST10618-BO2,47.0,1,0,0
CUST10618,CUST10618-BO3,17.0,0,0,0
CUST10619,CUST10619-BO1,100.0,1,0,0
CUST10627,CUST10627-BO1,80.4,1,0,0
CUST10627,CUST10627-BO2,15.5,0,1,0
CUST10627,CUST10627-BO3,4.1,0,0,0
CUST10631,CUST10631-BO1,12.3,0,0,0
CUST10631,CUST10631-BO2,7.6,0,0,0
CUST10631,CUST10631-BO3,21.7,0,0,0
CUST10631,CUST10631-BO4,58.4,1,0,0
CUST10645,CUST10645-BO1,100.0,1,0,0
CUST10648,CUST10648-BO1,53.2,1,0,0
CUST10648,CUST10648-BO2,34.5,1,0,0
CUST10648,CUST10648-BO3,12.3,0,1,0
CUST10653,CUST10653-BO1,29.6,1,0,0
CUST10653,CUST10653-BO2,50.3,1,0,0
CUST10653,CUST10653-BO3,12.1,0,0,0
CUST10653,CUST10653-BO4,8.0,0,0,1
CUST10661,CUST10661-BO1,13.3,0,0,0
CUST10661,CUST10661-BO2,41.8,1,1,0
CUST10661,CUST10661-BO3,14.3,0,0,0
CUST10661,CUST10661-BO4,30.6,1,0,0
CUST10671,CUST10671-BO1,14.7,0,0,0
CUST10671,CUST10671-BO2,83.4,1,0,0
CUST10671,CUST10671-BO3,1.8,0,0,0
CUST10671,CUST10671-BO4,0.1,0,0,0
CUST10675,CUST10675-BO1,87.9,1,0,0
CUST10675,CUST10675-BO2,12.1,0,0,0
CUST10678,CUST10678-BO1,0.6,0,0,0
CUST10678,CUST10678-BO2,99.4,1,0,0
CUST10679,CUST10679-BO1,52.3,1,0,1
CUST10679,CUST10679-BO2,0.7,0,0,0
CUST10679,CUST10679-BO3,9.2,0,1,1
CUST10679,CUST10679-BO4,37.8,1,0,1
CUST10680,CUST10680-BO1,48.9,1,0,0
CUST10680,CUST10680-BO2,12.4,0,0,0
CUST10680,CUST10680-BO3,38.7,1,1,0
CUST10684,CUST10684-BO1,34.2,1,0,0
CUST10684,CUST10684-BO2,65.8,1,0,0
CUST10688,CUST10688-BO1,0.5,0,0,0
CUST10688,CUST10688-BO2,78.6,1,0,0
CUST10688,CUST10688-BO3,17.1,0,0,0
CUST10688,CUST10688-BO4,3.8,0,0,0
CUST10705,CUST10705-BO1,75.4,1,0,0
CUST10705,CUST10705-BO2,4.3,0,0,0
CUST10705,CUST10705-BO3,6.3,0,0,0
CUST10705,CUST10705-BO4,14.1,0,0,0
CUST10707,CUST10707-BO1,100.0,1,0,0
CUST10710,CUST10710-BO1,3.2,0,0,0
CUST10710,CUST10710-BO2,28.1,1,0,0
CUST10710,CUST10710-BO3,68.7,1,0,1
CUST10715,CUST10715-BO1,15.8,0,1,0
CUST10715,CUST10715-BO2,4.9,0,0,0
CUST10715,CUST10715-BO3,79.3,1,0,0
CUST10716,CUST10716-BO1,27.1,1,0,0
CUST10716,CUST10716-BO2,72.9,1,0,0
CUST10717,CUST10717-BO1,5.3,0,0,0
CUST10717,CUST10717-BO2,71.9,1,0,1
CUST10717,CUST10717-BO3,22.8,0,0,0
CUST10719,CUST10719-BO1,20.2,0,0,0
